index,track_id,hashtag,instrumentalness,liveness,speechiness,danceability,valence,loudness,tempo,acousticness,energy
568382,e558ef0ebc9233da9285ede20d7bdc41,latin,0.0,0.0723,0.0549,0.757,0.741,-6.83,122.936,0.499,0.632
4511482,c195e3f7b666c2881a4d5e3694baf700,latin,0.0,0.261,0.0412,0.641,0.508,-5.082,143.035,0.00971,0.574
911528,8ee14256e2012c226e99b7533c260530,latin,0.000227,0.0885,0.0416,0.673,0.344,-7.18,124.999,0.0193,0.827
4454837,3ea5e5f4e784d2e36072f6541bb53b7a,latin,0.00245,0.134,0.206,0.962,0.866,-3.689,125.043,0.0414,0.919
437281,830d7811f127f9fc22ec761b8a821d59,latin,1.34e-05,0.5,0.0418,0.547,0.434,-4.331,179.803,0.00801,0.785
4695634,9475843fdc53489de73042dec51571ee,latin,0.00211,0.111,0.0632,0.525,0.618,-24.535,154.865,0.756,0.148
4380859,a2266c824c7ecdcdfc29a09c556c9ff4,latin,0.0,0.0919,0.0328,0.746,0.88,-6.51,125.995,0.449,0.657
877204,b3cf9a75f244f3d6de278c563b142ec0,latin,0.0,0.119,0.0477,0.6,0.291,-5.802,121.07,0.225,0.663
656186,bd57cd15f250a36dff89e427493bfa3f,latin,0.0,0.135,0.123,0.491,0.582,-7.274,98.092,0.0347,0.512
4543589,5c2312b0aa7bb26cb97efc8cc7e9e3ba,latin,0.87,0.103,0.0449,0.503,0.656,-14.786,109.023,0.729,0.697
849873,5e15b71eef1d3b52bda09b0fb0050125,latin,0.000618,0.0323,0.0512,0.853,0.805,-9.052,92.157,0.0234,0.48
150711,eb7f37940e5d64133c90cd117f86c3b6,latin,0.663,0.108,0.0476,0.443,0.909,-7.943,123.656,0.109,0.853
871884,ece04d4eb7cb242b93e76d327d8319db,latin,0.0,0.0963,0.0688,0.479,0.239,-7.346,74.897,0.365,0.545
876658,880bd603c77692c0b8932a2c82aaea57,latin,0.0,0.0651,0.142,0.887,0.935,-5.813,116.008,0.094,0.783
567424,eb791bf04db3fbc456a615b3b10d6fb0,latin,0.0,0.0861,0.27,0.527,0.581,-6.876,140.017,0.167,0.831
259135,77c87692b717d995653ea81367b4d1c3,latin,0.0,0.299,0.246,0.803,0.34,-3.369,87.317,0.142,0.855
856432,375597af37b0a907c6f33c3b02a39afc,latin,0.0435,0.045,0.034,0.666,0.298,-6.072,122.982,0.000129,0.861
4157287,71c46954da5bab412a29f2a61c454d49,latin,0.0,0.0952,0.0689,0.483,0.595,-2.735,169.798,0.0843,0.883
860114,12a15ac2b915740864ba600360b57f3a,latin,3.57e-06,0.113,0.0315,0.583,0.198,-5.407,119.759,0.111,0.655
437164,5758909ef03fc3a2efaa57408ad43f22,latin,0.0,0.0886,0.153,0.652,0.962,-6.819,159.911,0.286,0.757
436979,462b1fc2bc97a2c8de40946cba29fd21,latin,0.0012,0.161,0.0523,0.532,0.664,-5.697,124.08,0.0038,0.783
4483032,1d3466a21d56656ccb1cb7bab080d5fb,latin,0.00134,0.0878,0.0344,0.608,0.254,-3.598,143.934,0.0718,0.768
606768,e81faa266cd160e11c361803d1912298,latin,0.0,0.138,0.101,0.587,0.818,-4.106,129.972,0.0362,0.965
477291,0cd31810d7ab503bf45a4c9e071c7f5f,latin,0.0,0.145,0.0523,0.645,0.334,-6.131,131.899,0.00396,0.589
892071,4ca381d421ebe0cb5c76d57b0e110fe8,latin,0.0,0.491,0.0298,0.565,0.443,-7.283,129.844,0.635,0.514
3637356,7977b7b0b4f978a6301dc406b1e8501f,latin,0.838,0.553,0.0462,0.788,0.732,-12.691,126.002,0.41,0.949
3979940,d49e45806cbb70e5c8591a51277a731d,latin,0.0,0.103,0.17,0.703,0.501,-7.033,84.957,0.301,0.476
4614500,9352ab49fd829b25fa89c15fb6535e4e,latin,6.55e-05,0.0416,0.193,0.571,0.908,-5.874,128.975,0.118,0.823
1073765,b08ffc24741053493bae96bb25d45bbe,latin,0.0,0.123,0.0439,0.523,0.566,-6.047,80.915,0.0875,0.844
855740,bd4846511acc0212d0c101d973eda6df,latin,4.2e-06,0.115,0.0409,0.425,0.807,-3.097,163.97,0.595,0.874
858102,e28adc9ac37cb9dd2ec0c2dac60f953c,latin,0.0,0.152,0.099,0.698,0.945,-4.188,127.03,0.0284,0.919
886349,3fce7948f9b0a3bd9290f6fe9c09a6e2,latin,0.0,0.121,0.0349,0.757,0.821,-4.643,139.962,0.36,0.711
4157216,c3e12d59faff3bfb1b00ee53efc29982,latin,9.07e-05,0.116,0.036,0.619,0.24,-5.745,123.97,0.382,0.703
846979,944cb23c796b99fb8c89e6b027cb8285,latin,2.09e-05,0.182,0.0315,0.5,0.311,-6.621,144.02,0.198,0.542
4630112,fbd696f96a9dcd4890dac5cb5132478c,latin,0.0011,0.165,0.0322,0.766,0.525,-10.239,119.965,0.24,0.378
4146442,438d0b19225c9fc42d26fa717e29c163,latin,0.0617,0.0869,0.0282,0.478,0.354,-15.924,113.936,0.71,0.313
642302,b1ff08a2885d3aa80bc6b32cc9ae4ad2,latin,0.0,0.101,0.0587,0.31,0.306,-4.99,85.409,0.311,0.766
853327,6b3985a4b59d6a6a58c1fc12ddeae45e,latin,0.0,0.638,0.0439,0.397,0.196,-4.701,179.922,0.077,0.683
4108727,7a182258d7490658ed2ace3194ce3d50,latin,3.23e-06,0.327,0.0338,0.796,0.862,-9.815,127.252,0.3,0.585
895637,d6b1124fdd64c4b1afa59f967397111d,latin,0.0,0.132,0.0322,0.422,0.331,-7.064,119.93,0.922,0.264
4556489,0d9ea501ca033542e7acbedebb693121,latin,0.00182,0.0414,0.0385,0.682,0.887,-7.433,119.392,0.206,0.827
642361,1d954bf6800232e2b42c7ecc1e96d940,latin,0.0,0.235,0.0434,0.531,0.502,-7.205,85.996,0.0332,0.77
889418,bb9b7f648b53dc9952b1b021d3968d07,latin,0.0,0.107,0.0342,0.53,0.334,-6.262,119.964,0.407,0.422
2586353,9dd5aa767d01eae3510c99c35b3afd99,latin,7.4e-06,0.11,0.0393,0.736,0.754,-10.672,123.3,0.67,0.522
171362,e75e3ae35f149758318c5266b1dda895,latin,0.0,0.174,0.33,0.375,0.104,-5.758,83.455,0.0949,0.796
4436050,f7822ae90f355294637f5909ebd5f3f5,latin,0.000209,0.123,0.0542,0.578,0.716,-14.927,113.674,0.614,0.401
3596794,980ac04d03aef431eae9fb4f88642122,latin,0.0,0.0636,0.124,0.817,0.48,-9.75,94.032,0.461,0.574
642428,ee0bdf0857283df1f1e38196c70f0216,latin,0.0,0.112,0.0691,0.784,0.542,-3.679,110.004,0.0492,0.85
4612716,f6bd3191afb51cc5ffb17e673d8173be,latin,0.0,0.636,0.0443,0.592,0.288,-5.425,100.988,0.319,0.832
908555,723a99cd805d55d18360a763d5f4e4e3,latin,0.00112,0.0987,0.0544,0.485,0.189,-3.469,126.027,0.00441,0.915
714223,177c527d82d5c0fcc914f9f7e73585fc,latin,0.0,0.292,0.0688,0.655,0.815,-4.445,128.028,0.0429,0.769
4672947,506e26c552ad17838ffadc65f5c90856,latin,0.0,0.337,0.0575,0.742,0.926,-4.747,120.998,0.0415,0.931
891917,a6e7de1836bebd7937ebf25395979ee9,latin,4.58e-06,0.134,0.0719,0.308,0.11,-9.169,85.901,0.527,0.563
879276,2e190c360638d3d46275bc0e97cd9b23,latin,0.0,0.0663,0.0343,0.878,0.914,-7.301,132.936,0.77,0.555
4579519,d5adc93bebcbdf93093baf100ce516a9,latin,0.000488,0.158,0.0433,0.597,0.763,-11.463,93.882,0.782,0.686
922316,a11e7ed2b09821b0b2e9421f1a0aae3e,latin,0.0,0.831,0.0357,0.6,0.626,-3.41,124.032,0.00274,0.905
4157024,876eb834dd7b02437c959e344013d680,latin,0.0238,0.11,0.0319,0.617,0.724,-14.446,90.48,0.357,0.502
877883,e267924cf0a25657ad07fd7ae8649b39,latin,0.0,0.165,0.238,0.721,0.673,-6.218,175.938,0.0314,0.686
283748,b4c01488bfb5fee4bebb5976479601a1,latin,0.0165,0.109,0.0461,0.865,0.698,-5.737,107.89,0.0723,0.865
4614702,6a39d872a14f72cf4e8b7cec2361a303,latin,0.0563,0.113,0.042,0.779,0.713,-8.451,131.715,0.561,0.577
4348367,4804c38706030bb35c7e495873881b44,latin,0.00962,0.119,0.0394,0.647,0.836,-8.759,132.824,0.0836,0.94
4511769,618710d504e3c4555fbe1451aa0eab52,latin,0.00412,0.251,0.0519,0.704,0.473,-6.155,108.034,0.126,0.931
4543383,72b6614541b90c5d0a9d5c4f24cf673e,latin,0.0857,0.0497,0.0349,0.569,0.967,-11.13,175.995,0.222,0.844
4672847,ee9580a8d4efa218de6fe134860d3b6b,latin,7.24e-05,0.911,0.0551,0.655,0.638,-3.807,102.04,0.201,0.972
4446784,bfaf854fda64059faffaf0597bc65c96,latin,0.0,0.191,0.0289,0.534,0.462,-4.289,139.92,0.241,0.688
943106,44491bfa13a802d38d4760bdd4608887,latin,0.0,0.031,0.175,0.673,0.709,-5.752,162.045,0.107,0.688
4319532,bd3ee196fbfab4c3ea65a41b6fb7f81c,latin,1.84e-06,0.138,0.0304,0.535,0.707,-6.393,170.122,0.324,0.691
5038671,9506c763bc4632cafcee8d0e4442d31a,latin,5.79e-06,0.0926,0.0274,0.639,0.153,-13.72,108.487,0.87,0.307
259368,05b02c98a84a14d4cf64565c1f1f5131,latin,3.05e-05,0.0885,0.19,0.938,0.741,-7.434,104.897,0.0563,0.579
865547,b630bd8a54f7b7c6a9a2811886bc2e6c,latin,0.0,0.118,0.0501,0.714,0.862,-3.402,137.984,0.193,0.828
908170,7f64774407907b1f2285f9409b33c933,latin,3.54e-05,0.626,0.0583,0.555,0.21,-3.864,127.879,0.0171,0.746
854413,c41b17f07c7a77cd3398ee2df7513f9d,latin,0.0,0.0591,0.0709,0.458,0.356,-3.043,175.911,0.129,0.857
898535,f461f4aba1791866573c6871a426de26,latin,4.64e-05,0.0828,0.0436,0.545,0.469,-4.867,125.014,0.0309,0.78
437104,1b16707fe73ce9175a91422b6537b881,latin,0.0,0.181,0.0785,0.371,0.543,-5.092,79.837,0.206,0.795
606916,f84620b9c1b011d97dfeeecc8b9cf46c,latin,2.89e-06,0.0913,0.0355,0.407,0.0796,-8.822,141.284,0.857,0.147
4381164,3948037c1fbdc4ca74662f0c09e8071c,latin,0.0,0.11,0.0278,0.753,0.902,-3.341,132.984,0.377,0.852
4146956,01a15c899d5951b99938411b647d53c4,latin,0.848,0.0998,0.0372,0.0767,0.0497,-27.684,79.803,0.938,0.0223
4150188,31f3f2f8b8c8650434146a15512fc564,latin,0.0,0.109,0.0456,0.356,0.332,-5.903,179.923,0.433,0.712
3407810,14b8be7208d176d92b05df4b2fa57ba4,latin,0.456,0.111,0.0352,0.468,0.396,-23.699,116.637,0.542,0.118
4533414,2146dfe7f8e78462b0942c0cedb8f440,latin,0.0,0.14,0.032,0.468,0.946,-5.763,98.862,0.629,0.635
4483118,d23745b0bcf37812fcc3c427457e3c0b,latin,0.0,0.114,0.0359,0.556,0.142,-4.438,126.03,0.196,0.632
5034818,9a21e418164b0fc7b3c7820b4190fb77,latin,7.68e-06,0.139,0.0527,0.436,0.606,-8.452,150.231,0.76,0.751
957569,4a8447ece5c3be4b05e7f1aadf195c21,lounge,0.782,0.0941,0.0475,0.374,0.229,-7.325,106.841,0.0442,0.786
2260533,e402cec9e93b76cb5af36a7403afa1e4,lounge,0.28,0.111,0.0619,0.44,0.38,-13.515,190.039,0.356,0.494
895091,15360cab62f5bba8ab528a263388a7d4,lounge,0.863,0.0991,0.0464,0.703,0.0784,-9.146,99.979,0.845,0.566
2424180,ef4f2bdb26386807987d8af2c0262bd0,lounge,0.876,0.122,0.0331,0.659,0.153,-8.115,99.997,0.0928,0.765
172302,1d4411c66e9c6a49565ab67213e83e2b,lounge,8.58e-05,0.19,0.108,0.593,0.47,-5.701,77.968,0.14,0.538
2469594,7af07cf3ae280434c4db0cf13df5199b,lounge,0.114,0.0485,0.0373,0.535,0.231,-7.589,149.968,0.0165,0.761
1641390,67edb9059d447de0713db3a66167b04c,lounge,0.794,0.122,0.0432,0.578,0.64,-6.589,90.162,0.0213,0.919
6315634,67f129f0ea5e9eee024ad1c4d8676944,lounge,0.599,0.584,0.0461,0.477,0.0697,-10.503,146.04,0.0232,0.631
713087,43f226c5a96cb16f60cd285ea25472c7,lounge,0.837,0.132,0.0267,0.636,0.163,-9.803,77.987,0.0565,0.47
34454,a40ba83753158a8435d5a7cb0735fb28,lounge,0.89,0.12,0.0452,0.59,0.275,-9.352,115.005,0.0035,0.911
888051,a5c94d47bc8fc878e7ada1d6f9ecfc77,lounge,0.125,0.107,0.0368,0.603,0.214,-8.162,103.02,0.292,0.835
1700426,a89e23ad7e2e801b94003c9a0f3d8449,lounge,0.0625,0.0949,0.0504,0.798,0.594,-6.903,118.972,0.0152,0.715
189981,8aa049da0a56d0373764f55d2c9dcce3,lounge,1.86e-06,0.182,0.0416,0.561,0.269,-16.63,95.329,0.944,0.144
1558116,332e6d8d3b61e6896ebc9930a56663da,lounge,0.811,0.0609,0.0417,0.533,0.532,-9.206,173.97,0.121,0.766
1488004,578ba8d7305b55d9f3eb7a600f6eecd5,lounge,0.476,0.173,0.0797,0.603,0.33,-6.358,125.996,0.411,0.965
1934656,2921038ba9ad47dffd07c863da38ce99,lounge,0.684,0.75,0.0468,0.749,0.284,-9.04,88.984,0.355,0.481
6315735,70c5d97b98bf8c1d3d8b86af63922f86,lounge,0.828,0.102,0.0374,0.615,0.202,-9.179,145.876,0.802,0.399
1456113,b30550b8759244661238b9fd69b33d80,lounge,0.849,0.336,0.0377,0.557,0.0322,-13.631,106.971,0.0187,0.486
135510,4d2b07e71319632812b0c7d2ecb707b5,lounge,0.0484,0.0701,0.0253,0.724,0.631,-7.806,100.018,0.0102,0.66
1147365,330adfdb55f5114e0b4cbabbbd58c822,lounge,0.00189,0.182,0.0501,0.849,0.372,-9.196,95.005,0.0988,0.412
192502,8c47af139a8705328590cbfd02c419fe,lounge,0.559,0.741,0.074,0.472,0.0658,-8.485,108.946,0.516,0.626
1668857,dd3bec39869e221ec93111cbaea9d196,lounge,0.731,0.1,0.0358,0.684,0.612,-9.147,120.008,0.0821,0.861
1560451,361ea380cae928b3deff7e953e258452,lounge,0.045,0.117,0.0355,0.643,0.578,-8.524,82.01,0.435,0.54
188837,6f055b32d80adcba8ff25b42dfdcd74d,lounge,0.355,0.136,0.0527,0.696,0.279,-8.518,113.978,0.515,0.791
174323,67389639dccf07417c5d98d661ddbf9d,lounge,0.00496,0.0662,0.045,0.875,0.888,-9.152,118.292,0.146,0.436
332804,edb97c35d6841c2facaaa9088f3317f3,lounge,0.671,0.381,0.0447,0.554,0.24,-7.733,137.232,0.021,0.758
3267740,85d23f9f800e9b44aa08515390f8d7cb,lounge,0.0477,0.0981,0.0403,0.593,0.415,-11.082,120.023,0.236,0.573
710022,b64c2e8822b8f0a7c30eea039e96de42,lounge,0.0128,0.145,0.0317,0.385,0.103,-8.979,140.147,0.626,0.383
848022,7d00652502606f8d6d050ad7012bfe99,lounge,0.0255,0.111,0.0355,0.603,0.224,-11.094,142.06,0.403,0.387
189053,6d785d53c543431bd66f872677214488,lounge,0.000332,0.27,0.0323,0.791,0.711,-12.285,102.995,0.652,0.402
1375348,ffc698a08a6ee93dfecda064016481f9,lounge,0.857,0.0968,0.045,0.445,0.0367,-18.256,109.616,0.542,0.25
518915,d7a2ef89b4e1869e4c2a9503b8831dcd,lounge,3.69e-06,0.0736,0.0298,0.642,0.0781,-9.702,108.324,0.59,0.332
2935817,0a8e0423ab344bc9eaa8b106baa955a3,lounge,0.00381,0.168,0.0371,0.344,0.564,-10.247,95.478,0.339,0.498
1560695,8ddfb633b1136d23198376215f2b0ce4,lounge,0.817,0.305,0.214,0.308,0.191,-14.852,77.634,0.311,0.357
479884,a400ef3b06a6c290dc6ec5ad04ee9622,lounge,0.587,0.0792,0.0343,0.701,0.644,-6.131,120.014,0.0152,0.907
191308,097f6d38bfda521fdb54f5c517d528f4,lounge,0.000574,0.294,0.053,0.723,0.719,-7.485,94.512,0.145,0.558
1171831,61cee3c757e739da293615cb8110ce86,lounge,0.664,0.0678,0.0354,0.435,0.0851,-9.098,91.093,0.032,0.625
1684998,932a5e6a89484a7d0f979c96c4bb99d6,lounge,0.839,0.204,0.0392,0.667,0.385,-8.98,90.016,0.751,0.299
134509,5ba796a6e142f313703669b4548100be,lounge,0.000183,0.104,0.035,0.589,0.093,-5.814,84.587,0.158,0.369
826290,2397b4c86d7026cc24cabb92ce2c56fd,lounge,0.233,0.247,0.0397,0.597,0.628,-9.906,140.004,0.169,0.634
1686064,f46b62c7c9069e8d7d07fc2ed834afca,lounge,0.516,0.0897,0.0338,0.522,0.0395,-9.85,170.086,0.0584,0.504
19405,6b2d7cac1ebcf80a808be74df52e81a5,lounge,0.851,0.109,0.0413,0.697,0.566,-11.321,89.992,0.272,0.599
193249,485d8b4e60ee093e0f55db6586ad6648,lounge,0.00403,0.13,0.048,0.546,0.449,-7.938,68.172,0.16,0.613
31671,105a10f07ed0876ffbddc01463569e67,lounge,0.908,0.193,0.0325,0.616,0.93,-5.927,82.005,0.765,0.757
589052,a5fb6ac1b6b30c2c3eb44094c9c2adeb,lounge,0.0742,0.0949,0.0375,0.658,0.325,-8.768,144.78,0.231,0.425
190814,c56fcca0cb8cded894fe43dc96c8ade0,lounge,0.183,0.488,0.0323,0.147,0.124,-10.326,141.309,0.27,0.467
1639798,173120ed16e9fcbbde91f6dc5e5313cd,lounge,0.81,0.0839,0.0419,0.347,0.0399,-9.388,99.952,0.0856,0.619
711458,0148a42034005321c356210feb9206e9,lounge,0.0947,0.138,0.0362,0.692,0.498,-7.125,86.154,0.0344,0.673
155354,0824b2c296f3c113d9311b3e7d8e04b4,lounge,0.867,0.42,0.0246,0.596,0.106,-10.967,100.009,0.000391,0.436
5700219,c0817a4cd82db29075e56d6d58ac1169,lounge,0.0,0.206,0.206,0.479,0.507,-6.778,60.293,0.381,0.5
516672,0c57fb9f9db96e255e143631ff49dd1b,lounge,0.0,0.0579,0.0768,0.519,0.175,-6.716,135.986,0.052,0.847
172031,e15cb2e59e067fdb5bf3b306ea5b751b,lounge,0.866,0.0914,0.0347,0.708,0.351,-11.549,131.891,0.313,0.457
5109475,4211c0972acd479f125e2cfb9fed843a,lounge,0.0068,0.0213,0.0565,0.789,0.653,-4.418,120.006,0.00105,0.664
54188,899bad30ec66753e8c24250850e87ad9,lounge,0.0207,0.0751,0.0272,0.561,0.472,-7.167,91.998,0.468,0.695
169663,86e46a9d41b860cd23450e32f8f779cb,lounge,0.911,0.128,0.0384,0.188,0.222,-9.786,165.98,0.00593,0.851
171784,9cd160e37a520c1c2a82ee1dd8c29a6b,lounge,0.746,0.367,0.0354,0.235,0.328,-6.85,79.773,0.854,0.567
892563,2c1551eabd3d9f439a5aed696e777573,lounge,2.93e-05,0.223,0.0488,0.237,0.517,-2.449,84.957,4.4e-06,0.876
191124,5a8d5f72b3ec3cedcc20054d2be0e057,lounge,2e-05,0.131,0.0366,0.525,0.139,-9.996,123.93,0.543,0.447
131924,7db4a5a1ac5e71d0fcc8e259984d5f54,lounge,0.000997,0.18,0.027,0.327,0.17,-11.576,93.947,0.878,0.426
134931,5776fa0230cad564a71eed8afca51eef,lounge,0.757,0.219,0.0304,0.56,0.427,-11.221,168.081,0.00575,0.455
188167,9acc8cc7302abb0d2dbc2a3e8247945d,lounge,0.539,0.116,0.0485,0.573,0.954,-7.825,180.017,0.00144,0.81
246411,cd3194ec5a412ec95154c5dfd29a9472,lounge,0.000354,0.0957,0.0359,0.843,0.59,-10.03,126.966,0.158,0.49
1806737,243ea931888d2260b28f7cc9bfd2cba6,lounge,5.58e-06,0.353,0.0379,0.661,0.409,-5.295,118.998,0.253,0.665
914474,41224faabd0099298386a99f1615f624,lounge,0.0102,0.113,0.0339,0.391,0.0853,-15.175,118.435,0.978,0.142
623744,63f7ee8b996acaad01841ccf4b4964a9,lounge,0.397,0.508,0.0388,0.788,0.227,-8.891,114.996,0.0257,0.636
132114,baa9455b93efeee93b17d89a4d9fb74e,lounge,0.0126,0.109,0.0473,0.814,0.239,-9.493,130.951,0.214,0.485
173917,bec3c0ec7a6d0c2b03031120e201ad37,lounge,0.916,0.0704,0.0362,0.609,0.738,-10.774,120.027,0.93,0.503
1368060,1d2e7f9f35bb05f9e07107b7044d1b6c,lounge,0.695,0.106,0.0467,0.785,0.463,-9.79,93.988,0.687,0.391
186922,3d64eddc54bdd75ac9f5154f95755068,lounge,0.00392,0.671,0.038,0.825,0.961,-11.461,141.958,0.535,0.507
114232,a5ff3aa80bee5ac3801b6a6dc9de75df,lounge,0.845,0.109,0.0304,0.644,0.564,-10.354,143.977,0.00341,0.817
134233,b4c01488bfb5fee4bebb5976479601a1,lounge,0.0165,0.109,0.0461,0.865,0.698,-5.737,107.89,0.0723,0.865
192684,016619ad77e68f77ba88219911fd7485,lounge,0.0737,0.137,0.0435,0.782,0.665,-3.389,91.017,0.0552,0.738
194118,477e0082239d5a7935b02cde2043eaa1,lounge,0.464,0.117,0.0418,0.573,0.208,-7.799,108.148,0.163,0.77
1777512,46f50047c82c0de08f6b07ef570863f0,lounge,0.83,0.0752,0.0397,0.624,0.0389,-7.638,120.011,0.371,0.623
6342221,12ffc88ec170219226d2cee82e6176c1,lounge,0.349,0.0863,0.0618,0.427,0.084,-18.492,217.927,0.655,0.404
1353534,c2eeb5afae0ae54ffaadc5a2cdfbcdd4,lounge,0.0178,0.228,0.0391,0.377,0.299,-6.337,150.035,0.0523,0.697
4494057,5a2bdfc90ba072f480e05422eda6040f,lounge,0.104,0.0973,0.0306,0.652,0.773,-11.939,170.02,0.298,0.608
1023491,b31b1ceb86f865167f66afa8d09f698b,lounge,0.00151,0.0915,0.0304,0.731,0.504,-6.757,120.065,0.0154,0.663
187774,6c729f72978773c511dc6c45f298c035,lounge,0.00313,0.23,0.101,0.663,0.562,-7.852,134.039,0.0385,0.922
1911638,583e3985626b0371b9a9b81c5cd92132,lounge,0.000391,0.0746,0.0336,0.714,0.963,-7.45,132.991,0.13,0.936
583321,43e86e622bff88a4132acc0df866d836,lounge,0.425,0.148,0.0266,0.572,0.673,-6.961,88.006,0.0882,0.732
153473,9c2143ac3261b01d2933742bf98432c4,lounge,0.491,0.102,0.089,0.399,0.173,-11.624,168.896,0.887,0.38
173527,939736cc682c298a438fdf8ed6d54ae1,lounge,0.0292,0.139,0.0318,0.401,0.178,-13.757,92.676,0.924,0.191
2211989,de385ecd69a08d47417f9a457258cdfc,lounge,0.541,0.678,0.151,0.321,0.188,-6.12,90.887,0.0121,0.957
851923,5d21242b8d26d11836790a007f45c86e,lounge,0.0406,0.114,0.0622,0.676,0.496,-11.519,150.033,0.00337,0.446
548987,53f9f037bf0059f8352dbe789249146c,lounge,0.671,0.0832,0.0291,0.729,0.491,-8.41,142.005,0.351,0.463
152079,afacec767d2580092c543c7e0634eb1e,lounge,0.023,0.202,0.0643,0.768,0.479,-5.449,88.008,0.0401,0.91
1163792,cee4e53cfb94f67fabc637fea0890113,lounge,0.000244,0.727,0.0478,0.549,0.492,-6.418,180.039,0.0365,0.896
6342329,415c0302b755a8b36031fd2d3a7ab345,lounge,0.838,0.073,0.0322,0.558,0.205,-16.795,77.439,0.363,0.228
58157,60224e5ca28869e2c67b59532ed714d4,lounge,0.168,0.111,0.0293,0.428,0.103,-9.858,140.12,0.857,0.468
154723,de81bd6e7099c1c85466278e471e5510,lounge,0.151,0.106,0.0421,0.589,0.544,-7.493,99.987,0.551,0.557
1113459,ac93fbba9e8cf72bb51253202081da4b,lounge,0.687,0.183,0.0557,0.541,0.339,-14.848,168.032,0.251,0.564
963058,7ed99d83d3e35353be21fab59f66ad29,lounge,0.7,0.303,0.034,0.698,0.953,-7.347,100.005,0.205,0.779
688044,6a546208e91b5846a64e1b9713df637b,lounge,0.00707,0.0878,0.0327,0.566,0.628,-8.291,138.464,0.00184,0.593
1169292,a69d25ea272c04f6b728bac7835aa14b,lounge,0.398,0.0994,0.0343,0.382,0.0777,-11.906,77.025,0.787,0.271
872600,588de27637339e437bcccf00133cc974,lounge,0.778,0.165,0.0425,0.664,0.607,-7.732,90.008,0.553,0.724
377493,34f0e7d72819fb69a19969a9aff29daa,lounge,0.273,0.104,0.0352,0.606,0.318,-10.806,166.032,0.837,0.287
959911,7a69c7f6abb80eeaeeb02fd887d242db,lounge,0.915,0.141,0.0254,0.555,0.0378,-14.604,100.01,0.843,0.242
172692,a4ec20672fe7b5e10a7ba21563662275,lounge,0.127,0.092,0.0335,0.664,0.468,-11.352,91.694,0.0154,0.582
2954803,012d01a3ebcf0d68f075abcd0603c407,lounge,0.000415,0.107,0.038,0.666,0.219,-9.715,139.878,0.512,0.443
2049953,d90a64d4a80085ea86ec4b61852ed145,metal,0.839,0.08,0.0504,0.487,0.136,-12.16,68.337,0.965,0.211
6262548,e5fb59a3cbf09afc3733470329b163e8,metal,0.0011,0.967,0.049,0.248,0.237,-7.804,127.788,0.00455,0.765
6145886,9db8632cab59d028c806679ee141d864,metal,0.0807,0.0699,0.0311,0.43,0.207,-8.123,136.204,0.00101,0.784
469639,ac59cdc88d07777f6b9e9865c3500d73,metal,0.0,0.0543,0.0976,0.656,0.909,-5.827,144.747,0.046,0.931
3149398,1392e8f2b837959bb25fe32260117b3e,metal,0.248,0.317,0.0481,0.408,0.323,-10.652,87.696,0.576,0.553
546350,3693d75c325d443dfade131642ac9a7f,metal,0.00982,0.206,0.0432,0.432,0.564,-3.697,144.401,0.000321,0.904
4676015,4a8a428bfa6d1766a2345afbef01ccda,metal,1.78e-06,0.33,0.0861,0.429,0.651,-1.666,149.896,0.00275,0.971
1498850,93675875b2c8eb2a4e0042b806a144bd,metal,0.546,0.0881,0.0297,0.254,0.217,-10.566,169.145,0.0531,0.556
1428244,da0aff032de3851ec559681311ffed46,metal,0.0201,0.11,0.0484,0.464,0.197,-5.514,110.019,0.000166,0.913
5089747,f3484d57f78dfc180f875c6b9e2bd765,metal,0.0,0.337,0.0562,0.359,0.503,-3.677,169.853,0.00155,0.869
4190057,90b0b47bed787808b03b2b0d1f2df774,metal,5.07e-05,0.182,0.114,0.303,0.367,-3.892,194.962,9.44e-05,0.958
2636018,a64d981bf77598055fad4c215881ab58,metal,0.000122,0.458,0.122,0.4,0.285,-3.639,135.133,2.18e-05,0.975
4000142,21e330a94476b47fc55862a173c3045a,metal,0.885,0.106,0.509,0.223,0.0748,-4.522,185.104,0.0015,0.985
4402088,7dc2affed09d40cbda243674079a69fb,metal,2.91e-05,0.0676,0.0593,0.374,0.708,-4.723,170.126,0.0183,0.909
87306,62afab800b3825c65a53630a6e7f127d,metal,0.00157,0.0816,0.0393,0.588,0.709,-4.931,101.537,0.0435,0.929
250797,9d52e175465a67a44be4eb478ba677e8,metal,0.773,0.191,0.115,0.133,0.0765,-10.091,165.231,0.00489,0.913
745581,45cafd7eed22e5e7fad4c788551eb27e,metal,0.000215,0.0375,0.115,0.386,0.336,-4.175,158.15,0.0276,0.925
1320984,8b460b5fd7f06888adf1dabf8ba2302e,metal,0.934,0.272,0.0393,0.359,0.278,-7.4,137.016,5.44e-05,0.76
983061,1b721e7ca0a3bd59a579b493cec9d380,metal,0.25,0.0628,0.102,0.191,0.172,-7.095,118.348,1.05e-06,0.942
1010445,0968a43db6657d0ba7d3206c1bb633f3,metal,0.0242,0.0766,0.0477,0.547,0.545,-4.035,145.058,0.00194,0.873
3542135,944645d363cdaff4165ecd6a84f909e1,metal,0.855,0.258,0.0953,0.182,0.0641,-6.395,140.419,0.0,0.985
6354034,27109e9ed5014db117ac756be0b773be,metal,0.00697,0.315,0.188,0.283,0.175,-6.291,102.949,6.16e-05,0.979
